pair_model,ideology,think_outcome,delta_stage1_tokens__count,delta_stage1_tokens__mean,delta_stage1_tokens__median,delta_stage1_tokens__std,delta_visible_words__count,delta_visible_words__mean,delta_visible_words__median,delta_visible_words__std,delta_classification_entropy__count,delta_classification_entropy__mean,delta_classification_entropy__median,delta_classification_entropy__std,delta_classification_margin__count,delta_classification_margin__mean,delta_classification_margin__median,delta_classification_margin__std,delta_target_projection_expected__count,delta_target_projection_expected__mean,delta_target_projection_expected__median,delta_target_projection_expected__std,think_words_think__count,think_words_think__mean,think_words_think__median,think_words_think__std,think_hedging_present_think__count,think_hedging_present_think__mean,think_hedging_present_think__median,think_hedging_present_think__std,think_self_correction_present_think__count,think_self_correction_present_think__mean,think_self_correction_present_think__median,think_self_correction_present_think__std,think_persona_meta_present_think__count,think_persona_meta_present_think__mean,think_persona_meta_present_think__median,think_persona_meta_present_think__std
Qwen3-32B,libertarian_right,both_unaligned,2842,538.3916256157636,479.0,266.084923655046,2842,-29.6301900070373,-11.0,63.36690878028833,2842,-0.016341980162117995,-0.004773456467729419,0.1060445332753098,2842,0.005910358818355227,0.0009526112776684359,0.06915752956331098,2842,-0.0014313561766973616,-0.00010981587105629576,0.07361897398189385,2842,457.08515130190005,410.0,213.51855084976012,2842,0.9802955665024631,1.0,0.13900707849575383,2842,0.7403237156931738,1.0,0.4385341258991866,2842,0.6294862772695285,1.0,0.4830273278964974
Qwen3-32B,libertarian_right,not_comparable,300,452.7266666666667,395.5,214.0140618849703,300,-41.85333333333333,-20.0,67.07848811241233,300,-0.023732262240406907,-0.006310024703114191,0.12722199835363476,300,0.009170757424548915,0.0012026276073383024,0.0900049241638832,0,,,,300,389.64666666666665,361.5,165.79100502352728,300,0.9766666666666667,1.0,0.15121212222763142,300,0.81,1.0,0.39295637890109847,300,0.5466666666666666,1.0,0.49864923451845566
Qwen3-32B,libertarian_right,think_harm,1040,642.0221153846154,564.0,330.40561663316095,1040,-41.00576923076923,-18.0,70.02225663899124,1040,-0.020677459631793127,-0.006329890870780804,0.1503246693477474,1040,0.008567725338506601,0.0013071801501961522,0.11415384983530036,1040,-0.444263737203266,-0.3579519126685303,0.25697189107656115,1040,552.1403846153846,492.5,263.86363305090026,1040,0.9923076923076923,1.0,0.08740985478003892,1040,0.8134615384615385,1.0,0.3897279948535991,1040,0.6067307692307692,1.0,0.48871074779463836
Qwen3-32B,libertarian_right,think_rescue,1852,508.7975161987041,438.0,279.3031297473089,1852,-26.47084233261339,-7.0,61.90589669961707,1852,-0.03548039015702197,-0.011499799610010991,0.1678117810926103,1852,0.02178891329226536,0.0025904585350464138,0.13758845361113792,1852,0.4980354231004984,0.4077927600415961,0.2791734285131524,1852,427.3693304535637,369.5,225.76933407466925,1852,0.9584233261339092,1.0,0.19967368857294593,1852,0.6808855291576674,1.0,0.46625938142661677,1852,0.6587473002159827,1.0,0.4742580965667367
Qwen3-4B,authoritarian_left,both_aligned,11031,419.09491433233615,355.0,239.9501046700334,11031,-42.75641374308766,-15.0,67.19054276837846,11031,0.0006476852864874302,0.0003796258335365807,0.0638324972871434,11031,0.0012139477778969198,-5.2740289231523185e-05,0.05439945532936725,11031,0.0019413314703351004,-7.868936876542776e-06,0.0648902861496179,11031,380.25274227177954,325.0,202.0896202893625,11031,0.9453358716344846,1.0,0.22733377767691096,11031,0.7425437403680537,1.0,0.4372526341376515,11031,0.7580455081134984,1.0,0.4282862877293883
Qwen3-4B,authoritarian_left,both_unaligned,2872,479.97632311977713,389.0,304.0442473561882,2872,-47.688718662952645,-20.0,69.48066221850073,2872,-0.00034323579109698686,0.000635173393843092,0.07628043703115125,2872,0.003124211974962284,-9.267351007025137e-05,0.06562658098163399,2872,0.0017758654695465676,1.167052173156602e-05,0.051613228534853735,2872,434.9704038997215,358.0,254.11142297303755,2872,0.9644846796657381,1.0,0.1851105436871538,2872,0.7538300835654597,1.0,0.43085371623443947,2872,0.753133704735376,1.0,0.4312633610800075
Qwen3-4B,authoritarian_left,not_comparable,300,362.0833333333333,290.5,260.5344835383554,300,-37.45666666666666,-14.0,63.50762829556759,300,-0.002284525618784489,0.0002839978307273524,0.060250958076136965,300,0.00389492129942209,-3.7081770398184055e-05,0.05474694892320159,0,,,,300,324.7033333333333,271.5,214.4983772316368,300,0.9233333333333333,1.0,0.26650636207348044,300,0.58,1.0,0.49438316690504697,300,0.73,1.0,0.4447012450223349
Qwen3-4B,authoritarian_left,think_harm,1388,551.8969740634005,445.5,357.4266576819572,1388,-43.75576368876081,-13.0,99.72711940364935,1388,0.004896542153464345,0.0011234625540018808,0.09090073110740883,1388,0.0010313302351160414,-0.00017703568966709327,0.07390103461902131,1388,-0.46253604298710405,-0.4108009045559096,0.18893574901738533,1388,487.4776657060519,404.5,291.1889239086751,1388,0.9618155619596542,1.0,0.19171036941644345,1388,0.8162824207492796,1.0,0.38739327882778507,1388,0.7651296829971181,1.0,0.4240705317546967
Qwen3-4B,authoritarian_left,think_rescue,3009,537.142904619475,449.0,318.4742468832656,3009,-41.34596211365902,-9.0,70.47469850569057,3009,0.004450957588370583,0.0009008850483017082,0.08736385698672584,3009,0.0011040545128911986,-0.0001317700594987148,0.07512197398825157,3009,0.6011349555372498,0.4618555703953092,0.30801519187380483,3009,473.06812894649386,404.0,266.8995105800329,3009,0.968428049185776,1.0,0.17488661284180543,3009,0.8600864074443336,1.0,0.34695501882011043,3009,0.7583914921900964,1.0,0.42812936394040796
Qwen3-4B,authoritarian_right,both_aligned,11916,422.16398120174557,355.0,248.09120830012216,11916,-43.49848942598187,-14.0,67.81167484824944,11916,0.00032259633309064456,0.00033991177639329604,0.058143756245306516,11916,0.0016005632670547426,-4.588815059153317e-05,0.055230139192597484,11916,0.0018316920192588714,-6.031967191413856e-06,0.05289488652002269,11916,382.85364216179926,326.0,210.490162472867,11916,0.9579556898288016,1.0,0.20069869575954621,11916,0.7205438066465257,1.0,0.4487508541408543,11916,0.7713158778113461,1.0,0.42000297413529497
Qwen3-4B,authoritarian_right,both_unaligned,2740,491.8700729927007,394.0,311.6289427119014,2740,-39.495985401459855,-10.0,67.75831929872103,2740,0.002736806003107286,0.0004737160974027215,0.06760123609682481,2740,0.0003819532086757842,-6.687696138862886e-05,0.06451876826563875,2740,0.0007273278716626144,1.340821379268442e-05,0.0894089773638791,2740,434.64671532846717,356.0,258.23634143859465,2740,0.9795620437956204,1.0,0.14151874602816403,2740,0.7496350364963503,1.0,0.43330228567257123,2740,0.7864963503649635,1.0,0.40985503317143207
Qwen3-4B,authoritarian_right,not_comparable,300,530.2066666666667,469.5,259.46513795679505,300,-39.403333333333336,-12.0,67.14015183816407,300,0.004142630650686331,0.0006774317862359978,0.05412462475056196,300,-0.0013799513008177107,-0.00010433614079397024,0.036054605942847893,0,,,,300,460.87666666666667,409.0,216.6913440453251,300,0.99,1.0,0.09966499068325334,300,0.92,1.0,0.2717464881947031,300,0.7166666666666667,1.0,0.4513697720560998
Qwen3-4B,authoritarian_right,think_harm,1111,581.0711071107111,479.0,363.09793355737787,1111,-43.3051305130513,-14.0,72.64734986303763,1111,0.005452424428524054,0.0012073684479169656,0.08703419695251917,1111,0.0002463871676986292,-0.00017637215118626592,0.08281085428447715,1111,-0.7760845518175112,-0.7515995271881128,0.34357455769923906,1111,512.076507650765,421.0,311.4391593829554,1111,0.990999099909991,1.0,0.09448767019568706,1111,0.8334833483348335,1.0,0.3727115391145527,1111,0.7866786678667866,1.0,0.4098371949718176
Qwen3-4B,authoritarian_right,think_rescue,2533,547.992499013028,458.0,322.31765413157586,2533,-37.61823924200553,-5.0,70.69265699142095,2533,-0.0010480937899664414,0.0007023007160066308,0.09732434442158043,2533,0.004210253773242121,-0.00010033845037604738,0.08452081588837995,2533,0.6001761268519236,0.46177379927136564,0.2922223042260515,2533,476.992499013028,404.0,273.9949369188072,2533,0.9778918278720884,1.0,0.14706440535026022,2533,0.8416896960126332,1.0,0.36510378975176383,2533,0.7872088432688512,1.0,0.4093619889081544
Qwen3-4B,base,not_comparable,18600,846.900376344086,683.0,595.0922049786334,18600,-43.42483870967742,-12.0,71.14073811710128,18600,0.006673386072671709,0.0010931977418055846,0.11075965846379993,18600,-0.000680875789280821,-0.0001662500507105813,0.08793202232171134,0,,,,18600,724.7703225806451,595.0,492.8797562838427,18600,0.963763440860215,1.0,0.1868832486565057,18600,0.9054301075268817,1.0,0.29262780409532374,18600,0.7115053763440861,1.0,0.45307451059309084
Qwen3-4B,centrism,not_comparable,18600,557.796505376344,489.0,302.0727332401111,18600,-49.424032258064514,-19.0,72.53959269302044,18600,0.0024276946737929596,0.0013797141331321188,0.07678990293029521,18600,0.0021780148236403576,-0.0002201605720676958,0.06665416217899184,0,,,,18600,492.90543010752685,435.0,252.06660092583542,18600,0.9651612903225807,1.0,0.18337606680516033,18600,0.8568279569892473,1.0,0.3502576263717462,18600,0.7101075268817204,1.0,0.45372447058377835
Qwen3-4B,libertarian_left,both_aligned,11893,512.0174892794081,435.0,296.1266289163577,11893,-55.357268981753975,-29.0,73.77692315250098,11893,-0.00062026344042967,0.0006485212050225563,0.07267090013505435,11893,0.002698587031399885,-9.355668200450307e-05,0.06253080767263126,11893,-0.0014598624057113527,-1.1135710813126032e-05,0.07531038286729938,11893,468.6212057512823,406.0,250.94091394512964,11893,0.9744387454805348,1.0,0.15782893047162838,11893,0.8698394013285126,1.0,0.33649418689136895,11893,0.711931388211553,1.0,0.45288224995612913
Qwen3-4B,libertarian_left,both_unaligned,2066,700.4941916747338,634.5,387.9091231973148,2066,-43.512100677637946,-11.0,103.14217413816827,2066,0.004538886397786783,0.0008259975775580391,0.07529614067431345,2066,-0.0007267948791782051,-0.00011900502646017275,0.057390243779419675,2066,-0.004091499050665314,1.1590757526491746e-05,0.09319597299600883,2066,610.9825750242013,562.0,297.46794351693416,2066,0.994675701839303,1.0,0.07279089664576935,2066,0.9641819941916747,1.0,0.1858811455638202,2066,0.7105517909002904,1.0,0.45361607160205125
Qwen3-4B,libertarian_left,not_comparable,300,507.0566666666667,436.0,265.302566191222,300,-43.04666666666667,-17.0,66.8611436535283,300,0.005389725473614218,0.0006609491107669075,0.04747649029931809,300,-0.0024331540294099127,-9.672426400220147e-05,0.0400466129395857,0,,,,300,448.02666666666664,377.0,224.1642656972952,300,1.0,1.0,0.0,300,0.87,1.0,0.33686534530812945,300,0.6233333333333333,1.0,0.48535980056955547
Qwen3-4B,libertarian_left,think_harm,1382,806.1447178002894,741.0,403.00685660543303,1382,-64.78437047756874,-37.0,82.3063709462167,1382,0.0026873914920036053,0.001147853246112481,0.08718170603026514,1382,0.0011493974506696482,-0.0001721069732310565,0.07199425308213278,1382,-0.5736396389974656,-0.4613735142441543,0.29602480972024564,1382,718.1461649782923,672.0,341.8318739268607,1382,0.9942112879884226,1.0,0.07589051483411256,1382,0.9681620839363242,1.0,0.17563195441857352,1382,0.7221418234442837,1.0,0.44810523956139864
Qwen3-4B,libertarian_left,think_rescue,2959,591.8097330179114,495.0,338.51627691471975,2959,-33.274079080770534,-2.0,66.1042897269618,2959,-0.003656911319577318,0.0013116631935502947,0.12062619301059567,2959,0.0078744527046671,-0.00020548245346629912,0.09757945732295983,2959,0.5489345007539317,0.46127632808761587,0.26678838525782556,2959,509.6262250760392,426.0,289.7639398546211,2959,0.9776951672862454,1.0,0.1476980009103655,2959,0.8996282527881041,1.0,0.3005458135300647,2959,0.7668131125380196,1.0,0.4229316881765168
Qwen3-4B,libertarian_right,both_aligned,9951,436.01467189227213,367.0,259.07815274922376,9951,-50.942015877801225,-26.0,68.31541211158746,9951,-8.894200996963139e-05,0.0004795563805014586,0.05767866252992472,9951,0.0022162727602413326,-6.745103232863592e-05,0.05397748113746149,9951,-0.0030415298195546063,-1.0639444777554852e-05,0.0728753760879696,9951,399.15345191438047,342.0,216.56278875944744,9951,0.922319364887951,1.0,0.2676818161161399,9951,0.8228318761933474,1.0,0.3818301074136567,9951,0.7104813586574213,1.0,0.4535617607152506
Qwen3-4B,libertarian_right,both_unaligned,3711,583.2648881703045,507.0,316.7371892689873,3711,-43.106979250875774,-10.0,72.07092293296236,3711,0.0029994307476528463,0.0005714373510223668,0.0838220545753609,3711,0.0009599640039229515,-8.107389049327729e-05,0.07682905000478395,3711,0.004416188459540017,8.783124809952358e-06,0.07001367350552347,3711,514.3309081110212,457.0,263.38580008921514,3711,0.9835623821072487,1.0,0.1271683152621563,3711,0.9355968741579089,1.0,0.24550275876587413,3711,0.7337644839665858,1.0,0.4420484386866221
Qwen3-4B,libertarian_right,not_comparable,300,477.87666666666667,423.0,235.34529131193148,300,-56.096666666666664,-25.5,77.41643885877299,300,-0.011507645631389717,0.0006404024514813238,0.10106649881338552,300,0.014069647872955577,-0.00010611087332718094,0.09901056122769991,0,,,,300,432.31666666666666,386.0,195.59878836260364,300,0.9333333333333333,1.0,0.24986060773937238,300,0.96,1.0,0.1962865968262874,300,0.65,1.0,0.4777665429529548
Qwen3-4B,libertarian_right,think_harm,1728,656.074074074074,586.0,352.92829813423145,1728,-52.2818287037037,-23.0,76.07965894105168,1728,0.00024585554938807356,0.0007724060872515853,0.09476285506741,1728,0.003210042931714944,-0.00011099262608138538,0.08064094583083345,1728,-0.47996039433189636,-0.4105069497954046,0.23329252842583698,1728,582.4230324074074,528.0,297.34757352428795,1728,0.9797453703703703,1.0,0.1409108593184496,1728,0.9450231481481481,1.0,0.22800105531363446,1728,0.7048611111111112,1.0,0.45623720114618976
Qwen3-4B,libertarian_right,think_rescue,2910,517.8474226804124,438.0,314.941575584286,2910,-32.99037800687285,-1.0,78.42951378169485,2910,0.003383335213701463,0.0010916220495720806,0.0958241623161558,2910,0.0021541759396564346,-0.000170718059382291,0.07967985042483644,2910,0.5880703355532377,0.46185830640175324,0.2938745553492484,2910,447.54742268041235,379.0,257.1079409147578,2910,0.9501718213058419,1.0,0.21762721973233165,2910,0.8852233676975945,1.0,0.31880696994836516,2910,0.7707903780068729,1.0,0.42039660354615976
Qwen3-8B,authoritarian_left,both_aligned,9080,457.7571585903084,369.0,300.4349007498577,9080,-48.47709251101322,-22.0,70.94712209238048,9080,-0.01063015971687819,-0.0001035680446003215,0.08201969322808696,9080,0.00763226776094638,1.5930260512386774e-05,0.07003063619446945,9080,-0.001071112809512514,1.5417431846048713e-06,0.09487859902759724,9080,413.0466960352423,342.0,243.1001316228158,9080,0.9628854625550661,1.0,0.1890528624141602,9080,0.7665198237885462,1.0,0.42306842914699916,9080,0.8188325991189427,1.0,0.3851780279024712
Qwen3-8B,authoritarian_left,both_unaligned,4797,484.8292682926829,388.0,318.4978455844519,4797,-47.14383989993746,-22.0,70.20380605780485,4797,-0.009233847593051391,-3.1265832265511655e-05,0.0898199669141064,4797,0.0056211432823291335,5.985764097826696e-06,0.06825991624363106,4797,0.01535130599687836,2.5167230013611874e-06,0.06586567120518863,4797,434.8248905565979,356.0,259.79416569588733,4797,0.9726912653741921,1.0,0.16299848528746821,4797,0.7683969147383781,1.0,0.42190070244797256,4797,0.8059203668959767,1.0,0.3955317209543378
Qwen3-8B,authoritarian_left,not_comparable,300,487.86,371.5,382.555542210872,300,-48.346666666666664,-18.0,70.46648072125986,300,-0.0019572547620758463,-1.682198044446778e-05,0.05046662260118448,300,0.001377106589047206,6.677928917120379e-06,0.03811939922636941,0,,,,300,434.0366666666667,331.5,323.69912842230525,300,0.9733333333333334,1.0,0.16137646493112853,300,0.8533333333333334,1.0,0.3543644113182342,300,0.7866666666666666,1.0,0.4103455867405101
Qwen3-8B,authoritarian_left,think_harm,1270,604.0102362204724,503.5,397.90169979593674,1270,-45.28110236220473,-18.0,73.10766182729397,1270,-0.014182191875279603,0.0001064397748932566,0.11565133642796877,1270,0.01254923005381598,-1.8272635047666963e-05,0.10037459430250634,1270,-0.39440188845998864,-0.358688094622317,0.18375819037685603,1270,525.5094488188977,445.0,327.01844737333965,1270,0.9811023622047244,1.0,0.13621720676031887,1270,0.8338582677165355,1.0,0.37235443947386193,1270,0.8566929133858268,1.0,0.3505237668684591
Qwen3-8B,authoritarian_left,think_rescue,3153,646.9854107199493,565.0,372.31598925251006,3153,-43.41262289882651,-18.0,70.75829796903555,3153,-0.020044089640174855,-5.9119771417866056e-05,0.11554070437670323,3153,0.011783070172737109,1.4681673679017848e-05,0.08251169698685532,3153,0.45655420617378945,0.40797826179246965,0.24237190606779963,3153,560.8090707262925,499.0,302.4771402721847,3153,0.9930225182366,1.0,0.08325259595883425,3153,0.9178560101490644,1.0,0.2746275203719106,3153,0.8138281002220108,1.0,0.38930706648440827
Qwen3-8B,authoritarian_right,both_aligned,12053,474.9614203932631,394.0,292.31222666466874,12053,-45.72148012942836,-18.0,72.76186671140178,12053,-0.008311919458500404,-8.602387782090257e-05,0.0757774405141774,12053,0.006647731332678476,1.3234130208816808e-05,0.06689437438975547,12053,-0.0030500845052075383,1.820541253305663e-06,0.07640592230353525,12053,424.5691529079897,356.0,242.33645033689444,12053,0.981913216626566,1.0,0.13327087163393822,12053,0.7795569567742471,1.0,0.41456262107150477,12053,0.8251887496888741,1.0,0.37982133462001605
Qwen3-8B,authoritarian_right,both_unaligned,2395,592.3874739039666,492.0,369.39220124316626,2395,-46.551565762004174,-19.0,71.23170559554424,2395,-0.00815384746064438,7.221995408376582e-06,0.09223166022507068,2395,0.00584102366693409,-2.610478500031377e-09,0.07782349617039178,2395,0.023230454396754693,7.759760119185888e-06,0.10849247940918913,2395,521.2977035490605,444.0,304.4888747189947,2395,0.9958246346555324,1.0,0.06449549195308459,2395,0.8484342379958246,1.0,0.35867436030292926,2395,0.8258872651356993,1.0,0.37928558660704137
Qwen3-8B,authoritarian_right,not_comparable,300,811.8233333333334,783.5,399.61570852995993,300,-53.29333333333334,-26.0,78.77256934466094,300,-0.009348228694121887,9.614084610060349e-05,0.0866531780416832,300,0.0074202209581520065,-2.0949648089019224e-05,0.06808169679813066,0,,,,300,704.7,691.0,329.0955833949058,300,0.9966666666666667,1.0,0.05773502691896258,300,0.9766666666666667,1.0,0.15121212222763156,300,0.7533333333333333,1.0,0.43179127043782356
Qwen3-8B,authoritarian_right,think_harm,1093,750.1445562671546,664.0,449.71462782926807,1093,-47.438243366880144,-18.0,76.27758662338002,1093,-0.00691611986150745,0.0008878193093177874,0.1268471098360583,1093,0.006899694988647054,-0.00017098816906746528,0.1092518031141196,1093,-0.5879435600342502,-0.49882442254140696,0.3002242126217335,1093,649.7063129002745,574.0,372.1736871576115,1093,0.9963403476669717,1.0,0.06041190564038237,1093,0.9011893870082343,1.0,0.298544168747477,1093,0.8325709057639524,1.0,0.37352944354723394
Qwen3-8B,authoritarian_right,think_rescue,2759,641.4396520478434,557.0,372.99044527073085,2759,-43.29394708227619,-16.0,73.89313425259705,2759,-0.029113086001808883,-0.0002232967745864039,0.14428683681627621,2759,0.019335875602019836,4.070756150409416e-05,0.10942678690923477,2759,0.5163133614040304,0.4104889578249616,0.2745705237027068,2759,555.83762232693,487.0,306.5041780912345,2759,0.9934758970641536,1.0,0.08052259995424803,2759,0.8945270025371511,1.0,0.3072175992307814,2759,0.8329104748097137,1.0,0.37312340648080883
Qwen3-8B,base,not_comparable,18600,752.4870430107527,629.0,468.032944670017,18600,-41.53295698924731,-10.0,77.54659413485186,18600,-0.01025562885445793,-0.00020802844845440953,0.0989947381800996,18600,0.006343523051444997,3.729371968091977e-05,0.08075824906446828,0,,,,18600,644.1036559139785,554.0,383.66502856017803,18600,0.9787096774193549,1.0,0.14435430397640625,18600,0.8717204301075269,1.0,0.334409829704107,18600,0.683010752688172,1.0,0.4653157048618825
Qwen3-8B,centrism,not_comparable,18600,550.7009139784947,476.0,317.73581313400206,18600,-47.55241935483871,-17.0,76.8930507900802,18600,-0.010595821208436986,-0.00010895945541658373,0.08329840825908244,18600,0.0074913055943949345,1.9546994045549493e-05,0.07117372567065786,0,,,,18600,486.60913978494625,424.0,259.3023493827434,18600,0.9840322580645161,1.0,0.1253539707035084,18600,0.8176881720430108,1.0,0.38611169435565135,18600,0.7789247311827957,1.0,0.4149822320899462
Qwen3-8B,libertarian_left,both_aligned,13602,430.778929569181,360.0,273.53032004821506,13602,-53.10645493309807,-23.0,77.45813389614267,13602,-0.008422505446164723,-1.1229598201871292e-05,0.08417342243497636,13602,0.00606337765945826,1.9224473207235526e-06,0.07072409354263598,13602,-0.012010465803404527,-8.282338335857675e-07,0.08382015653784106,13602,398.1623290692545,337.0,224.92067691066046,13602,0.9673577415086017,1.0,0.17770498895780576,13602,0.7349654462579033,1.0,0.4413678294767,13602,0.7573151007204822,1.0,0.4287218816904274
Qwen3-8B,libertarian_left,both_unaligned,1549,656.6281471917366,575.0,382.0437727846155,1549,-47.74822466107166,-17.0,77.17864025351193,1549,-0.007750315449104958,3.396450461766005e-05,0.0825645900064484,1549,0.004867405063343514,-3.211057789553884e-06,0.06728928145752618,1549,0.020444016614685614,9.354070396982994e-06,0.11651677993059409,1549,578.4099418979987,513.0,316.3173825293867,1549,0.9961265332472563,1.0,0.06213658789491036,1549,0.9102646868947708,1.0,0.2858944795021438,1549,0.7688831504196255,1.0,0.42168311075744863
Qwen3-8B,libertarian_left,not_comparable,300,493.52,404.0,338.6396496390998,300,-52.14333333333333,-19.5,77.94387047981047,300,0.0031604078249955507,0.00013932132729767275,0.06694970320821778,300,-0.003106313664203521,-2.1949224398132294e-05,0.057182847080129474,0,,,,300,439.89666666666665,383.0,273.35971007544373,300,0.99,1.0,0.09966499068325332,300,0.9,1.0,0.30050125348238005,300,0.7066666666666667,1.0,0.45605061425764065
Qwen3-8B,libertarian_left,think_harm,1231,777.9195775792039,709.0,404.7406386612128,1231,-61.31519090170593,-30.0,84.45010893498117,1231,-0.006368746139222909,0.0005636001442920185,0.12940731407703038,1231,0.004306772667409342,-7.987538345211043e-05,0.11562201938981331,1231,-0.5768818074089871,-0.4986547132211544,0.31368414984154874,1231,696.3623070674248,634.0,345.69339111326485,1231,0.9943135662063363,1.0,0.07522429854927978,1231,0.9520714865962632,1.0,0.21370182423708942,1231,0.7725426482534524,1.0,0.41936066468147287
Qwen3-8B,libertarian_left,think_rescue,1918,589.0448383733055,476.0,381.8932766822659,1918,-45.09593326381648,-16.0,73.94240010488204,1918,-0.02999203395179989,-0.0005820994469442776,0.1360015079425571,1918,0.021149023471613737,0.000100814700567331,0.10976601980208843,1918,0.5182623634618538,0.46092876536866995,0.2467220349421818,1918,516.681960375391,422.5,320.94906373224507,1918,0.9744525547445255,1.0,0.15782192374722454,1918,0.8467153284671532,1.0,0.36035563678196253,1918,0.8154327424400417,1.0,0.38804728348759854
Qwen3-8B,libertarian_right,both_aligned,11677,467.6297850475293,391.0,289.2742244962856,11677,-51.231223773229424,-23.0,73.65827001317454,11677,-0.007528545844064371,2.6573281739848795e-06,0.07946980222375147,11677,0.005929069276233012,1.839321320806775e-07,0.06396909771311966,11677,-0.015350073308963519,-2.6111961198838074e-06,0.08930869368345085,11677,422.379977734007,360.0,236.9201941655868,11677,0.9516142844908795,1.0,0.21458909935890125,11677,0.7962661642545175,1.0,0.40279058320581196,11677,0.7449687419713967,1.0,0.43589745046701023
Qwen3-8B,libertarian_right,both_unaligned,2864,556.2245111731844,469.5,321.68361492331996,2864,-46.9088687150838,-15.0,75.77766625474764,2864,-0.005003273116668116,9.705705431349224e-05,0.07587371341375744,2864,0.004687564565157342,-1.4250431686402276e-05,0.0652630505864776,2864,0.018204171873049,4.443906534701281e-06,0.08065072932525931,2864,491.2395251396648,427.0,260.53439913970476,2864,0.9870810055865922,1.0,0.11294488965306908,2864,0.8596368715083799,1.0,0.347424043089292,2864,0.7653631284916201,1.0,0.4238456503184583
Qwen3-8B,libertarian_right,not_comparable,300,572.1233333333333,501.0,285.8769786907884,300,-58.81333333333333,-32.0,80.35655381709749,300,-0.013005498940831384,4.5808124336290307e-05,0.0802940306173479,300,0.011241697128096731,-2.3201058963473464e-06,0.0721432086625234,0,,,,300,502.99,452.5,234.1769545739114,300,0.98,1.0,0.14023391829177737,300,0.98,1.0,0.1402339182917774,300,0.6933333333333334,1.0,0.4618802153517007
Qwen3-8B,libertarian_right,think_harm,1303,731.2271680736761,648.0,414.1141441582228,1303,-57.904067536454335,-26.0,81.84264719871379,1303,-0.021823897236348658,0.0001843605833610068,0.13872391862433767,1303,0.016682899400107032,-3.426605420464579e-05,0.11411291373913746,1303,-0.3904989805346854,-0.3078020828659256,0.22282617582880154,1303,645.0590943975441,581.0,341.10107971388004,1303,0.9930928626247122,1.0,0.08285346828638661,1303,0.9263238679969301,1.0,0.2613434088777235,1303,0.7375287797390637,1.0,0.4401462913755418
Qwen3-8B,libertarian_right,think_rescue,2456,570.2109120521172,475.0,345.0468044331289,2456,-31.989820846905538,-7.0,63.465912866162334,2456,-0.017888679641206058,2.2233943239521146e-05,0.12131920672783598,2456,0.014526828802210442,-3.3102703324572325e-06,0.10349404675344194,2456,0.49410390170426366,0.40961088649127086,0.2739761676502229,2456,481.33916938110747,404.0,284.02259202179715,2456,0.9666123778501629,1.0,0.1796831506195943,2456,0.8550488599348535,1.0,0.35212326237993236,2456,0.8127035830618893,1.0,0.390228742887225
