scope,ideology,phrase,ngram_n,discovery_log_odds,confirmation_log_odds,same_direction,target_confirmation_df,other_confirmation_df,target_confirmation_rate,other_confirmation_rate,odds_ratio,p_value,q_value_bh,confirmed_q05
model::Qwen3-4B_think,libertarian_right,mandates,1,1.8245740907913732,1.3705146672843074,True,209,164,0.03980952380952381,0.010412698412698413,3.940219468649755,5.99727474379102e-38,2.0190824970763097e-37,True
model::Qwen3-4B_think,libertarian_right,naturally,1,2.056746045894209,1.2494972149071035,True,84,73,0.016,0.004634920634920635,3.4919256041875486,1.7347096253565503e-14,2.7461704100472032e-14,True
model::Qwen3-4B_think,libertarian_right,national identity,2,2.12939677930522,1.194190695686399,True,59,54,0.011238095238095238,0.0034285714285714284,3.3036666024529633,4.735385305342988e-10,6.498286899995133e-10,True
model::Qwen3-4B_think,libertarian_right,limited to,2,1.8624177920589027,1.1861732469563266,True,51,47,0.009714285714285713,0.002984126984126984,3.2774428797682043,8.093275838789181e-09,1.047975461176548e-08,True
model::Qwen3-4B_think,libertarian_right,expression,1,1.9595471654096688,1.1668848950506607,True,188,180,0.03580952380952381,0.011428571428571429,3.2125642038719873,2.1424049401776242e-27,5.2015119941812515e-27,True
model::Qwen3-4B_think,libertarian_right,libertarians generally,2,1.8570045154769739,1.0685691678861287,True,127,133,0.02419047619047619,0.008444444444444444,2.9108869186434756,6.636006064837505e-17,1.1636052301190763e-16,True
model::Qwen3-4B_think,libertarian_right,their lives,2,1.963388871188557,1.04081523640943,True,31,33,0.005904761904761905,0.0020952380952380953,2.8289815185772267,4.238869605547681e-05,4.88728116621365e-05,True
model::Qwen3-4B_think,libertarian_right,and moral,2,2.141644005427568,0.9464699330100022,True,35,41,0.006666666666666667,0.0026031746031746033,2.5714519561302995,5.3483581797012764e-05,6.124537144555883e-05,True
model::Qwen3-4B_think,libertarian_right,moral and,2,2.056746045894209,0.9333282241452867,True,53,63,0.010095238095238095,0.004,2.539349624783529,9.972839961146206e-07,1.2135624531033335e-06,True
model::Qwen3-4B_think,libertarian_right,firmly believe in,3,2.00507830657937,0.8737062077798923,True,23,29,0.004380952380952381,0.0018412698412698413,2.385379627003028,0.0019206017356721736,0.002081338790803536,True
model::Qwen3-4B_think,libertarian_right,violating the,2,1.996973985812069,0.7031569198403353,True,20,30,0.0038095238095238095,0.0019047619047619048,2.0038240917782026,0.013819290594907333,0.014508818607958843,True
model::Qwen3-4B_think,libertarian_right,of moral,2,2.0014396153423286,2.8196350757493143,True,19,3,0.003619047619047619,0.00019047619047619048,19.06537946855286,2.4315145722058106e-09,3.206044018182596e-09,False
model::Qwen3-4B_think,libertarian_right,on others,2,2.0468528592363127,2.1371841911032217,True,15,5,0.002857142857142857,0.00031746031746031746,9.022922636103152,3.7679571897606006e-06,4.456249135431156e-06,False
model::Qwen3-4B_think,libertarian_right,equality and,2,2.8378691340938387,2.0044061178795127,True,18,7,0.0034285714285714284,0.00044444444444444447,7.737385321100917,1.0433469984839515e-06,1.2665630630634506e-06,False
model::Qwen3-4B_think,libertarian_right,distort,1,2.004827262578149,0.18281006379951847,True,66,166,0.012571428571428572,0.01053968253968254,1.1952253458277555,0.12710838196774496,0.1309994548851249,False
model::Qwen3-4B_think,libertarian_right,to empower individuals,3,2.144448953917581,0.17303361612180534,True,10,26,0.0019047619047619048,0.0016507936507936507,1.1541397533763946,0.4116488915700713,0.4191183271025927,False
model::Qwen3-4B_think,libertarian_right,to empower,2,1.9626944714818206,0.05480823649499467,True,12,35,0.002285714285714286,0.0022222222222222222,1.0286368843069873,0.5223083639716775,0.5285886248611165,False
model::Qwen3-8B_no_think,authoritarian_left,rights,1,8.277559517673934,8.607931835407314,True,777,0,0.148,0.0,inf,0.0,0.0,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left political,3,7.735147464803908,7.986791357197715,True,448,0,0.08533333333333333,0.0,inf,6.822296711870672e-277,3.5134828066133964e-275,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left typically,3,7.616437509481769,7.8279767968254825,True,387,0,0.07371428571428572,0.0,inf,1.6630347495571113e-238,5.038017035423014e-237,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left's,2,7.169059902184464,7.773802619220133,True,368,0,0.0700952380952381,0.0,inf,1.3349328579090611e-226,3.4374521091158327e-225,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left believe,3,7.383091012175237,7.594154518084554,True,311,0,0.059238095238095236,0.0,inf,4.926409248751982e-191,9.06107415395454e-190,True
model::Qwen3-8B_no_think,authoritarian_left,human rights,2,6.505452634888604,7.58042079625096,True,307,0,0.05847619047619047,0.0,inf,1.514478915271028e-188,2.6895056598778603e-187,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left often,3,7.248205844880825,7.325552654734885,True,241,0,0.04590476190476191,0.0,inf,1.1862894248931307e-147,1.4900952532194202e-146,True
model::Qwen3-8B_no_think,authoritarian_left,the authoritarian left's,3,6.6716497537762365,7.312453809055147,True,238,0,0.04533333333333334,0.0,inf,8.43649925158552e-146,1.0344755034682244e-144,True
model::Qwen3-8B_no_think,authoritarian_left,rights and,2,7.308639317393093,7.2676276839867455,True,228,0,0.04342857142857143,0.0,inf,1.2448909855567395e-139,1.457088312640275e-138,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left ideologies,3,6.374536733770517,7.099776910057852,True,194,0,0.03695238095238095,0.0,inf,1.0487739330622066e-118,9.15455212757689e-118,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left's emphasis,3,6.486340283359619,6.848237508584761,True,152,0,0.02895238095238095,0.0,inf,5.837052954924153e-93,3.853951630494794e-92,True
model::Qwen3-8B_no_think,authoritarian_left,rights of,2,6.916742029761165,6.834643801407933,True,150,0,0.02857142857142857,0.0,inf,9.757301703305542e-92,6.128061435612628e-91,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left prioritizes,3,6.8154131960996756,6.834643801407933,True,150,0,0.02857142857142857,0.0,inf,9.757301703305542e-92,6.128061435612628e-91,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left standpoint,3,6.495939695474955,6.771217456372604,True,141,0,0.026857142857142857,0.0,inf,3.0921477242785156e-86,1.7892764921386915e-85,True
model::Qwen3-8B_no_think,authoritarian_left,corporate power,2,5.8751266548939265,6.672305594563795,True,128,0,0.02438095238095238,0.0,inf,2.6722330254522036e-78,1.464042561816899e-77,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left generally,3,6.249384942366354,6.589339382023673,True,118,0,0.022476190476190476,0.0,inf,3.3465953284402635e-72,1.7586699940272813e-71,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left emphasizes,3,6.45700664732091,6.51788446131661,True,110,0,0.02095238095238095,0.0,inf,2.5014426379606607e-67,1.2153235458016417e-66,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left values,3,6.2614019271646235,6.508598974928886,True,109,0,0.020761904761904763,0.0,inf,1.0164878068398395e-66,4.892441313294554e-66,True
model::Qwen3-8B_no_think,authoritarian_left,the dismantling of,3,6.514880689501876,6.460889490779827,True,104,0,0.019809523809523808,0.0,inf,1.1238423736818039e-63,4.904905274967195e-63,True
model::Qwen3-8B_no_think,authoritarian_left,the dismantling,2,6.514880689501876,6.460889490779827,True,104,0,0.019809523809523808,0.0,inf,1.1238423736818039e-63,4.904905274967195e-63,True
model::Qwen3-8B_no_think,authoritarian_left,the rights,2,6.064722772034873,6.451079744145055,True,103,0,0.01961904761904762,0.0,inf,4.562839339970593e-63,1.9582185500707127e-62,True
model::Qwen3-8B_no_think,authoritarian_left,left ideologies often,3,5.726071484736419,6.441176679823233,True,102,0,0.019428571428571427,0.0,inf,1.8522575082887633e-62,7.818955875153386e-62,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left my,3,6.187130666332383,6.232476910642462,True,83,0,0.015809523809523808,0.0,inf,6.55386742360542e-51,2.343917863303327e-50,True
model::Qwen3-8B_no_think,authoritarian_left,the rights of,3,5.765411380570916,6.207846339561645,True,81,0,0.015428571428571429,0.0,inf,1.0735683347163162e-49,3.637419028808571e-49,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left tends,3,5.642551085574857,6.207846339561645,True,81,0,0.015428571428571429,0.0,inf,1.0735683347163162e-49,3.637419028808571e-49,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left seeks,3,5.745929956126097,6.031565471299821,True,68,0,0.012952380952380953,0.0,inf,8.27611413683463e-42,2.449539529005652e-41,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left final,3,5.705820880512827,6.031565471299821,True,68,0,0.012952380952380953,0.0,inf,8.27611413683463e-42,2.449539529005652e-41,True
model::Qwen3-8B_no_think,authoritarian_left,authoritarian left framework,3,6.107149426752132,5.8889729311496515,True,59,0,0.011238095238095238,0.0,inf,2.3540233774396303e-36,6.249082677223761e-36,True
model::Qwen3-8B_no_think,authoritarian_left,and the dismantling,3,6.2614019271646235,5.87183076882912,True,58,0,0.011047619047619047,0.0,inf,9.494984123717402e-36,2.4449584118572314e-35,True
model::Qwen3-8B_no_think,authoritarian_left,dismantling of,2,5.162457219215133,5.708246435458005,True,146,1,0.02780952380952381,6.349206349206349e-05,450.50039184952976,3.02827364573254e-87,1.792598767301446e-86,True
model::Qwen3-8B_no_think,authoritarian_left,dismantling of oppressive,3,5.857634410191144,5.572680335301087,True,43,0,0.00819047619047619,0.0,inf,1.135550905541593e-26,2.198529008849325e-26,True
model::Qwen3-8B_no_think,authoritarian_left,rights of all,3,5.66407823427319,5.4754522410692745,True,39,0,0.0074285714285714285,0.0,inf,2.9754054109215237e-24,5.511992038217931e-24,True
model::Qwen3-8B_no_think,authoritarian_left,dismantling,1,4.3163491306295025,5.316941990489351,True,227,3,0.043238095238095235,0.00019047619047619048,237.2134182759307,4.509851131057364e-133,4.7399455765194744e-132,True
model::Qwen3-8B_no_think,authoritarian_left,personal autonomy,2,5.8751266548939265,5.24760522532481,True,31,0,0.005904761904761905,0.0,inf,2.0287132181498078e-19,3.166022143476215e-19,True
model::Qwen3-8B_no_think,authoritarian_left,left ideologies,2,5.286511745935847,4.902298340276541,True,194,4,0.03695238095238095,0.00025396825396825396,151.04450158227849,2.153204928023671e-111,1.7885492547293395e-110,True
model::Qwen3-8B_no_think,authoritarian_left,revolutionary,1,3.505604171640158,4.451165523875368,True,70,2,0.013333333333333334,0.00012698412698412698,106.4054054054054,7.408612852722506e-40,2.1196864550844948e-39,True
model::Qwen3-8B_no_think,authoritarian_left,fundamental human right,3,3.4665243981777714,3.5649837687398183,True,52,4,0.009904761904761904,0.00025396825396825396,39.3801462100808,4.905434041802443e-27,9.56931261942522e-27,True
model::Qwen3-8B_no_think,authoritarian_left,protection of vulnerable,3,3.0559590716946703,3.501472720143913,True,27,2,0.005142857142857143,0.00012698412698412698,40.704192992533024,1.2376545872785366e-14,1.6906952584839425e-14,True
model::Qwen3-8B_no_think,authoritarian_left,power imbalances,2,3.239683033849693,3.4993516093354584,True,81,7,0.015428571428571429,0.00044444444444444447,35.24260011607661,9.612026267370132e-41,2.7967195071726656e-40,True
model::Qwen3-8B_no_think,authoritarian_left,of the working,3,3.098426752745884,3.2302464798124113,True,62,7,0.01180952380952381,0.00044444444444444447,26.877023901310718,5.4668799676607346e-30,1.1929843997225756e-29,True
model::Qwen3-8B_no_think,authoritarian_left,human right,2,3.2006178553707434,3.2270090309930435,True,70,8,0.013333333333333334,0.0005079365079365079,26.591216216216218,1.2689403742896991e-33,3.0825674186754486e-33,True
model::Qwen3-8B_no_think,authoritarian_left,is fundamental human,3,3.354050635097229,3.1277042875187266,True,26,3,0.004952380952380952,0.00019047619047619048,26.124425727411946,3.40306782227898e-13,4.392430898430262e-13,True
model::Qwen3-8B_no_think,authoritarian_left,oppressed,1,2.428753204191147,3.1103155394803017,True,113,15,0.021523809523809525,0.0009523809523809524,23.07514113295698,7.439670749434376e-52,2.6981904478582414e-51,True
model::Qwen3-8B_no_think,authoritarian_left,that all members,3,2.703439786464961,3.0890466191305377,True,25,3,0.004761904761904762,0.00019047619047619048,25.114832535885167,1.2263774189478e-12,1.548000908720875e-12,True
model::Qwen3-8B_no_think,authoritarian_left,responsibility to regulate,3,2.1174140107990382,3.014743122603515,True,50,7,0.009523809523809525,0.00044444444444444447,21.625,2.485784984279079e-23,4.4605549369467796e-23,True
model::Qwen3-8B_no_think,authoritarian_left,of resources to,3,3.7426900993572856,2.9494685944041494,True,28,4,0.005333333333333333,0.00025396825396825396,21.10723860589812,1.5747991742893554e-13,2.058430392789386e-13,True
model::Qwen3-8B_no_think,authoritarian_left,left political compass,3,2.5954193606209266,2.937109789833948,True,77,12,0.014666666666666666,0.0007619047619047619,19.521650879566984,2.376967673693763e-34,5.885280538232153e-34,True
model::Qwen3-8B_no_think,authoritarian_left,and marginalized communities,3,3.153297608003218,2.8808366029811223,True,32,5,0.006095238095238095,0.00031746031746031746,19.31161364507474,5.536958394414175e-15,7.624421318511497e-15,True
model::Qwen3-8B_no_think,authoritarian_left,power dynamics,2,3.469998197965748,2.848722416542275,True,48,8,0.009142857142857144,0.0005079365079365079,18.15686274509804,1.642280899754726e-21,2.8005783555419995e-21,True
model::Qwen3-8B_no_think,authoritarian_left,and marginalized,2,3.0584547441893593,2.8365126515963555,True,53,9,0.010095238095238095,0.0005714285714285715,17.83663652106985,1.666302124587367e-23,3.043069482845723e-23,True
model::Qwen3-8B_no_think,authoritarian_left,and human,2,2.997088874249794,2.7933016404019084,True,135,25,0.025714285714285714,0.0015873015873015873,16.60117302052786,1.5095854796707957e-56,5.980280938695844e-56,True
model::Qwen3-8B_no_think,authoritarian_left,fundamental human,2,3.548376120030678,2.6780663683595956,True,69,14,0.013142857142857144,0.0008888888888888889,14.969310943833237,1.0803139140726732e-28,2.299015147716639e-28,True
model::Qwen3-8B_no_think,authoritarian_left,of capitalist,2,2.128862148082394,2.624360156999019,True,132,29,0.025142857142857144,0.0018412698412698413,13.981566075110159,2.2725348196743777e-52,8.359681658087889e-52,True
model::Qwen3-8B_no_think,authoritarian_left,consciousness,1,2.703439786464961,2.6027971599804944,True,112,25,0.021333333333333333,0.0015873015873015873,13.711171662125341,2.2865107730248333e-44,7.180201512852373e-44,True
model::Qwen3-8B_no_think,authoritarian_left,left believe that,3,2.91990460515168,2.5502947672481757,True,135,32,0.025714285714285714,0.0020317460317460317,12.963892961876834,4.022606113928073e-52,1.469249750831885e-51,True
model::Qwen3-8B_no_think,authoritarian_left,of power and,3,2.7177325011709934,2.4889454720068116,True,104,26,0.019809523809523808,0.0016507936507936507,12.222308589195492,1.2160954764443197e-39,3.422345193272266e-39,True
model::Qwen3-8B_no_think,authoritarian_left,and power,2,2.040369290442614,2.446278035209648,True,96,25,0.018285714285714287,0.0015873015873015873,11.715948777648428,3.987570453540266e-36,1.0477544814149169e-35,True
model::Qwen3-8B_no_think,authoritarian_left,resources to ensure,3,3.560086076361399,2.402542890510351,True,27,7,0.005142857142857143,0.00044444444444444447,11.626076967260195,4.164039482459801e-11,5.0817069513431226e-11,True
model::Qwen3-8B_no_think,authoritarian_left,the vulnerable,2,3.1997817855099226,2.382313234837323,True,62,17,0.01180952380952381,0.0010793650793650793,11.05998004444646,2.4783743671740693e-23,4.4605549369467796e-23,True
model::Qwen3-8B_no_think,authoritarian_left,left framework,2,3.0618036387701837,2.332544955948376,True,59,17,0.011238095238095238,0.0010793650793650793,10.518737180867339,7.80389983708029e-22,1.3441499719385784e-21,True
model::Qwen3-8B_no_think,authoritarian_left,intervention to ensure,3,2.829780866911978,2.331004591136499,True,79,23,0.015047619047619048,0.0014603174603174604,10.446495085468289,1.171916421739664e-28,2.46341615182011e-28,True
model::Qwen3-8B_no_think,authoritarian_left,neoliberal,1,2.532990182160888,2.3221557475398793,True,75,22,0.014285714285714285,0.0013968253968253967,10.361001317523057,3.44523794621135e-27,6.79807487470822e-27,True
model::Qwen3-8B_no_think,authoritarian_left,the working,2,2.692132717727972,2.315784633468245,True,104,31,0.019809523809523808,0.0019682539682539684,10.247708837430888,6.1267859695344205e-37,1.660681460163277e-36,True
model::Qwen3-8B_no_think,authoritarian_left,needs of the,3,3.1245209695291747,2.283999285962004,True,53,16,0.010095238095238095,0.0010158730158730158,10.028646334423707,2.2324304128965515e-19,3.473418920367746e-19,True
model::Qwen3-8B_no_think,authoritarian_left,capitalist structures,2,2.3373721702570194,2.2091214844204883,True,70,23,0.013333333333333334,0.0014603174603174604,9.240305522914218,3.0490824228793944e-24,5.6081337420817435e-24,True
model::Qwen3-8B_no_think,authoritarian_left,left often prioritizes,3,2.3356689285415415,2.2024476854873782,True,31,10,0.005904761904761905,0.0006349206349206349,9.34930063230504,1.446689672353797e-11,1.7781507906019222e-11,True
model::Qwen3-8B_no_think,authoritarian_left,ideology that prioritizes,3,2.3798489681680683,2.128794371944574,True,26,9,0.004952380952380952,0.0005714285714285715,8.704823889739663,1.2741650650611741e-09,1.5084942724287464e-09,True
model::Qwen3-8B_no_think,authoritarian_left,capitalist system,2,2.3525711677270422,2.121167107270267,True,75,27,0.014285714285714285,0.0017142857142857142,8.439613526570048,8.779693605701202e-25,1.656242566643267e-24,True
model::Qwen3-8B_no_think,authoritarian_left,the people and,3,2.2577890109002716,2.1193651667139513,True,23,8,0.004380952380952381,0.0005079365079365079,8.658551750526115,1.2243963916433136e-08,1.3950534108325365e-08,True
model::Qwen3-8B_no_think,authoritarian_left,of solidarity,2,2.228246237264992,2.1049895511029817,True,47,17,0.008952380952380953,0.0010793650793650793,8.360007235644595,5.256695401267496e-16,7.396716206701533e-16,True
model::Qwen3-8B_no_think,authoritarian_left,protect vulnerable,2,2.20061435081792,2.1017896243480276,True,28,10,0.005333333333333333,0.0006349206349206349,8.439678284182305,3.9938200918988136e-10,4.79444603106734e-10,True
model::Qwen3-8B_no_think,authoritarian_left,power is,2,2.2481047086546697,2.0918620991535235,True,57,21,0.010857142857142857,0.0013333333333333333,8.221259387637204,5.962958716715213e-19,9.194382452420164e-19,True
model::Qwen3-8B_no_think,authoritarian_left,of marginalized groups,3,2.26498363413452,2.0909835283805043,True,49,18,0.009333333333333334,0.001142857142857143,8.234185733512787,1.6599367089757096e-16,2.3615121688466584e-16,True
model::Qwen3-8B_no_think,authoritarian_left,capitalist ideology,2,2.5913227861283623,2.090136703556385,True,25,9,0.004761904761904762,0.0005714285714285715,8.368421052631579,3.815628610572456e-09,4.4357759242546616e-09,True
model::Qwen3-8B_no_think,authoritarian_left,vulnerable groups,2,2.7728059075805604,2.0899083743993163,True,33,12,0.006285714285714286,0.0007619047619047619,8.29585968947671,1.3172667142277959e-11,1.6268401866362465e-11,True
model::Qwen3-8B_no_think,authoritarian_left,well-being of all,3,2.880936232110546,2.083519992778088,True,46,17,0.008761904761904762,0.0010793650793650793,8.180562463263552,1.5574547899582977e-15,2.1619655440121922e-15,True
model::Qwen3-8B_no_think,authoritarian_left,regulate and,2,2.1500243990397596,2.0751564167517227,True,43,16,0.00819047619047619,0.0010158730158730158,8.120822930670252,1.4618009637029914e-14,1.9863522330001068e-14,True
model::Qwen3-8B_no_think,authoritarian_left,welfare and,2,2.223311331488599,2.057992928495197,True,126,49,0.024,0.003111111111111111,7.879391100702576,3.934635235014656e-39,1.0894285731357784e-38,True
model::Qwen3-8B_no_think,authoritarian_left,capitalist,1,2.127247339169754,2.0356769777386163,True,421,177,0.08019047619047619,0.011238095238095238,7.670504122339959,3.6658335430594556e-124,3.630585143606961e-123,True
model::Qwen3-8B_no_think,authoritarian_left,transformation,1,3.295072145090182,2.031534900620611,True,113,45,0.021523809523809525,0.002857142857142857,7.677048861203037,8.889645885299904e-35,2.255254990605641e-34,True
model::Qwen3-8B_no_think,authoritarian_left,of power,2,2.3343067521601637,2.016582070804179,True,361,153,0.06876190476190476,0.009714285714285713,7.5272580703379735,1.0694014723658792e-105,8.099143503947467e-105,True
model::Qwen3-8B_no_think,authoritarian_left,of vulnerable,2,2.886647742856902,1.9997319407784664,True,35,14,0.006666666666666667,0.0008888888888888889,7.543624161073826,1.0958635115868782e-11,1.3566579530462556e-11,True
model::Qwen3-8B_no_think,authoritarian_left,human,1,2.1198734469918117,1.9811332734371083,True,851,409,0.1620952380952381,0.025968253968253967,7.256145123002505,4.310587767938434e-238,1.1683961581517334e-236,True
model::Qwen3-8B_no_think,authoritarian_left,all members,2,2.5865973177828256,1.957877525979045,True,73,31,0.013904761904761904,0.0019682539682539684,7.150030843619732,3.695457536639611e-22,6.407948253769022e-22,True
model::Qwen3-8B_no_think,authoritarian_left,left the statement,3,2.091539195406259,1.9532471731645904,True,45,19,0.008571428571428572,0.0012063492063492064,7.158046412862126,3.103928939860961e-14,4.141252342042474e-14,True
model::Qwen3-8B_no_think,authoritarian_left,state-led,1,3.044724905631851,1.9334710724262623,True,69,30,0.013142857142857144,0.0019047619047619048,6.978575564562826,9.591373158483979e-21,1.573107381088933e-20,True
model::Qwen3-8B_no_think,authoritarian_left,equity and the,3,2.2306370301447656,1.9308319503247366,True,44,19,0.008380952380952381,0.0012063492063492064,6.9976343085913015,8.807527170059515e-14,1.160070714215e-13,True
model::Qwen3-8B_no_think,authoritarian_left,the needs,2,2.738998022895605,1.9068894496165463,True,54,24,0.010285714285714285,0.0015238095238095239,6.809757505773672,2.4598511254423564e-16,3.4802838725352017e-16,True
model::Qwen3-8B_no_think,authoritarian_left,or corporate,2,2.5455474540125396,1.9042119274926241,True,34,15,0.0064761904761904765,0.0009523809523809524,6.8378067484662575,7.829605274859346e-11,9.510015840925857e-11,True
model::Qwen3-8B_no_think,authoritarian_left,the needs of,3,2.914635705100347,1.8881779831456171,True,53,24,0.010095238095238095,0.0015238095238095239,6.6823648258610735,6.87726804258231e-16,9.624437613939916e-16,True
model::Qwen3-8B_no_think,authoritarian_left,of marginalized,2,2.2785950989861283,1.8804217650254271,True,74,34,0.014095238095238095,0.0021587301587301586,6.608464405855078,1.9117248976461757e-21,3.2386129022624357e-21,True
model::Qwen3-8B_no_think,authoritarian_left,however the authoritarian,3,3.531495854498056,1.8502845867521032,True,28,13,0.005333333333333333,0.0008253968253968254,6.490822850072179,6.549364968144421e-09,7.54568894540129e-09,True
model::Qwen3-8B_no_think,authoritarian_left,solidarity and,2,2.068405516960245,1.8244629249724982,True,70,34,0.013333333333333334,0.0021587301587301586,6.246422893481717,1.0986799095618185e-19,1.7303368606248823e-19,True
model::Qwen3-8B_no_think,authoritarian_left,all members of,3,2.7039455280958986,1.8097024543896856,True,63,31,0.012,0.0019682539682539684,6.158678333550999,1.0271625507458217e-17,1.53330061922927e-17,True
model::Qwen3-8B_no_think,authoritarian_left,power in,2,2.2277818293905005,1.7973509820579654,True,165,84,0.03142857142857143,0.005333333333333333,6.051622418879056,3.2619445643108557e-43,9.88177323894171e-43,True
model::Qwen3-8B_no_think,authoritarian_left,vulnerable populations,2,2.0646684375398157,1.7883390279318592,True,46,23,0.008761904761904762,0.0014603174603174604,6.044196771714066,3.494091373124301e-13,4.4874240826908107e-13,True
model::Qwen3-8B_no_think,authoritarian_left,in capitalist,2,2.0729809720080494,1.7626945404024994,True,41,21,0.00780952380952381,0.0013333333333333333,5.895373392205798,9.99444770913652e-12,1.24027483619405e-11,True
model::Qwen3-8B_no_think,authoritarian_left,equitable society,2,2.537115123146868,1.7466909552989844,True,126,67,0.024,0.004253968253968254,5.755933447516516,2.609535976293886e-32,6.164729485281428e-32,True
model::Qwen3-8B_no_think,authoritarian_left,resources to,2,2.396981461316426,1.6968263766081506,True,67,37,0.012761904761904763,0.002349206349206349,5.48972993831184,2.214717393234675e-17,3.249514123976802e-17,True
model::Qwen3-8B_no_think,authoritarian_left,left my,2,2.0737847148715236,1.6756115256878097,True,83,47,0.015809523809523808,0.002984126984126984,5.3669111258436315,8.079884631303994e-21,1.3294378866203059e-20,True
model::Qwen3-8B_no_think,authoritarian_left,necessary step,2,2.3153613160901294,1.5878280981358834,True,36,22,0.006857142857142857,0.0013968253968253967,4.9360811800397535,2.4902987860589523e-09,2.914781533682637e-09,True
model::Qwen3-8B_no_think,authoritarian_left,power to,2,2.1284139732692164,1.5411331707777318,True,112,73,0.021333333333333333,0.004634920634920635,4.681273562017095,9.623206276503933e-25,1.8087413256932576e-24,True
model::Qwen3-8B_no_think,authoritarian_left,it is tool,3,2.1284139732692164,1.516179949223507,True,41,27,0.00780952380952381,0.0017142857142857142,4.583541306712741,7.02931483615019e-10,8.379854492169786e-10,True
model::Qwen3-8B_no_think,authoritarian_left,and equitable society,3,2.569215727213699,1.4822788150951096,True,80,55,0.015238095238095238,0.003492063492063492,4.415684895375418,2.676705807215004e-17,3.8940776573890596e-17,True
model::Qwen3-8B_no_think,authoritarian_left,values as an,3,2.0609849658698254,1.4744701615350655,True,22,15,0.004190476190476191,0.0009523809523809524,4.4143075745983165,8.844216371169971e-06,9.609222428591846e-06,True
model::Qwen3-8B_no_think,authoritarian_left,just and equitable,3,2.637736924883348,1.447379706746303,True,98,70,0.018666666666666668,0.0044444444444444444,4.260869565217392,3.503520338175826e-20,5.586108279134831e-20,True
model::Qwen3-8B_no_think,authoritarian_left,achieving,1,2.083851958200632,1.365890346385707,True,43,33,0.00819047619047619,0.0020952380952380953,3.933114513679138,4.3180568970512675e-09,4.986097089644401e-09,True
model::Qwen3-8B_no_think,authoritarian_left,ensure that all,3,2.156404305297245,1.3168350773855124,True,63,51,0.012,0.0032380952380952383,3.7387473207906643,4.817171334955162e-12,6.006884352304864e-12,True
model::Qwen3-8B_no_think,authoritarian_left,of just and,3,2.6893804039076388,1.2293914519987013,True,42,37,0.008,0.002349206349206349,3.4248038360941586,7.457509070703124e-08,8.367357671921807e-08,True
model::Qwen3-8B_no_think,authoritarian_left,serves the interests,3,2.20599620046071,1.1627309183767043,True,34,32,0.0064761904761904765,0.0020317460317460317,3.2017590107361964,3.2680100900132902e-06,3.573301903093088e-06,True
model::Qwen3-8B_no_think,authoritarian_left,of all citizens,3,2.392907184019098,1.1403907799191586,True,26,25,0.004952380952380952,0.0015873015873015873,3.130551301684533,5.7872191635456036e-05,6.145191482940177e-05,True
model::Qwen3-8B_no_think,authoritarian_left,economy to,2,2.2334883870875153,1.1378982766829768,True,28,27,0.005333333333333333,0.0017142857142857142,3.122430741733691,3.136834972518713e-05,3.3655625225982026e-05,True
model::Qwen3-8B_no_think,authoritarian_left,public health and,3,2.0468528592363127,1.1057099589786255,True,56,56,0.010666666666666666,0.0035555555555555557,3.0215633423180592,1.0131645657815478e-08,1.162092987477722e-08,True
model::Qwen3-8B_no_think,authoritarian_left,safety and,2,2.085802925026222,1.0787248775770113,True,93,96,0.017714285714285714,0.006095238095238095,2.9406268179173938,5.299238620834493e-13,6.788825596342696e-13,True
model::Qwen3-8B_no_think,authoritarian_left,of just,2,2.071224719878967,0.9173532807223461,True,76,92,0.014476190476190476,0.005841269841269842,2.499974790339658,8.58306999789495e-09,9.866698769901561e-09,True
model::Qwen3-8B_no_think,authoritarian_left,all human,2,2.7165682810547445,0.8323927182433852,True,35,46,0.006666666666666667,0.002920634920634921,2.2912168077035306,0.0002560052433095306,0.00027016946783690215,True
model::Qwen3-8B_no_think,authoritarian_left,exploitative,1,2.1073496402823553,0.7809148132206669,True,90,125,0.017142857142857144,0.007936507936507936,2.1802325581395348,4.018806786658067e-08,4.5387839805458434e-08,True
model::Qwen3-8B_no_think,authoritarian_left,people not,2,2.056746045894209,0.7446769088821634,True,55,79,0.010476190476190476,0.005015873015873016,2.1001327956530744,3.175661747708036e-05,3.400136798481577e-05,True
model::Qwen3-8B_no_think,authoritarian_left,that all citizens,3,3.075304305916686,0.7129829136086352,True,29,43,0.005523809523809524,0.0027301587301587302,2.028939479650606,0.0030654207052065066,0.003195732111703139,True
