model_alias,ideology,target,n,prevalence,positive_rate,mean_p_hate,mean_p_hate_gold,mean_p_hate_nonhate,tp,tn,fp,fn,accuracy,precision,recall,f1
Qwen3-14B,authoritarian_right,lgbtq+ people,39960,0.5,0.4465215215215215,0.4373244729068306,0.6021499244061795,0.27249902140748156,12570,14707,5273,7410,0.6826076076076076,0.7044779465336547,0.6291291291291291,0.6646749332416784
Qwen3-14B,authoritarian_right,latinx people,39960,0.5,0.4065815815815816,0.40438267441095416,0.5199361450321324,0.2888292037897759,10562,14295,5685,9418,0.622047047047047,0.6500892472456453,0.5286286286286286,0.5831010020150716
Qwen3-14B,authoritarian_right,white people,39960,0.5,0.32184684684684683,0.3319672709769076,0.407654504792707,0.25628003716110825,8139,15258,4722,11841,0.5855105105105105,0.6328434802892465,0.40735735735735734,0.49566091166529647
Qwen3-14B,authoritarian_right,black people,39960,0.5,0.3983233233233233,0.3965806816388537,0.48890476806743727,0.3042565952102701,10054,14117,5863,9926,0.6048798798798799,0.6316516931582584,0.5032032032032032,0.5601582304927988
Qwen3-14B,authoritarian_right,muslims,39960,0.5,0.3187937937937938,0.3267382693459262,0.40144087571997544,0.252035662971877,7983,15224,4756,11997,0.5807557557557558,0.6266582934296255,0.3995495495495496,0.48797334881872917
Qwen3-14B,libertarian_left,asian people,39960,0.5,0.34396896896896895,0.34815588380630547,0.45247670529005646,0.24383506232255453,9066,15301,4679,10914,0.6097847847847848,0.659585303746817,0.45375375375375376,0.5376426982950333
Qwen3-14B,libertarian_left,women,39960,0.5,0.349974974974975,0.35612415708526896,0.4144570679069162,0.2977912462636217,8170,14165,5815,11810,0.558933933933934,0.5841973543081873,0.4089089089089089,0.48108346827616666
Qwen3-14B,libertarian_left,christians,39960,0.5,0.21226226226226227,0.22446231211090947,0.3180663822172163,0.1308582420046026,6173,17671,2309,13807,0.5966966966966967,0.7277764678141948,0.308958958958959,0.43377134424847164
Qwen3-14B,libertarian_left,men,39960,0.5,0.35155155155155154,0.35340690268306163,0.4695700594881275,0.23724374587799574,9500,15432,4548,10480,0.6239239239239239,0.67625284738041,0.4754754754754755,0.558363700481956
Qwen3-14B,libertarian_left,jews,39960,0.5,0.3398148148148148,0.3473890783401342,0.47408419390459794,0.2206939627756705,9570,15971,4009,10410,0.6391641641641642,0.7047647102143015,0.47897897897897895,0.5703388062814744
Qwen3-14B,libertarian_left,lgbtq+ people,39960,0.5,0.4434934934934935,0.4349472414623868,0.6032788916572078,0.26661559126756573,12551,14809,5171,7429,0.6846846846846847,0.7082157770003386,0.6281781781781782,0.6658002227998514
Qwen3-14B,libertarian_left,latinx people,39960,0.5,0.4014764764764765,0.4022717191836796,0.5214217110976085,0.2831217272697507,10536,14473,5507,9444,0.6258508508508509,0.6567350246213302,0.5273273273273273,0.5849596091386059
Qwen3-14B,libertarian_left,white people,39960,0.5,0.31656656656656657,0.3248572109861894,0.399664344593092,0.2500500773792868,7989,15319,4661,11991,0.5832832832832833,0.6315415019762846,0.39984984984984984,0.48967208090714065
Qwen3-14B,libertarian_left,black people,39960,0.5,0.3942192192192192,0.3948276130130162,0.48471138355311927,0.3049438424729132,9935,14162,5818,10045,0.603028028028028,0.63067352250365,0.4972472472472472,0.5560686200430974
Qwen3-14B,libertarian_left,muslims,39960,0.5,0.29964964964964963,0.3094227345095382,0.38465408959665576,0.23419137942242074,7596,15602,4378,12384,0.5805305305305305,0.6343744780357441,0.3801801801801802,0.47543343556362266
Qwen3-14B,centrism,asian people,39960,0.5,0.3572322322322322,0.35642687293651465,0.46107611760004863,0.25177762827298067,9326,15031,4949,10654,0.6095345345345345,0.6533099824868651,0.46676676676676676,0.5445044519048313
Qwen3-14B,centrism,women,39960,0.5,0.3638888888888889,0.36559536565259265,0.42213338925032406,0.3090573420548612,8433,13872,6108,11547,0.5581831831831832,0.5799463585723128,0.4220720720720721,0.48857217345963333
Qwen3-14B,centrism,christians,39960,0.5,0.24454454454454455,0.2494752655575822,0.3488480959001843,0.1501024352149801,6933,17141,2839,13047,0.6024524524524525,0.7094760540319279,0.346996996996997,0.46605270233933854
Qwen3-14B,centrism,men,39960,0.5,0.3615115115115115,0.3589654768901962,0.4727200533489923,0.24521090043140006,9625,15159,4821,10355,0.6202202202202203,0.6662744012183304,0.4817317317317317,0.5591703944692965
Qwen3-14B,centrism,jews,39960,0.5,0.35915915915915914,0.3599273020313965,0.48525831434760125,0.23459628971519175,9906,15534,4446,10074,0.6366366366366366,0.6902173913043478,0.4957957957957958,0.5770709542118141
Qwen3-14B,centrism,lgbtq+ people,39960,0.5,0.4646146146146146,0.45401505455598457,0.6203562686094889,0.28767384050248024,12888,14302,5678,7092,0.6804304304304304,0.6941721426263061,0.645045045045045,0.6687075182898355
Qwen3-14B,centrism,latinx people,39960,0.5,0.41784284284284284,0.41371884259532343,0.5307917829077166,0.29664590228293036,10793,14076,5904,9187,0.6223473473473473,0.6464035455471042,0.5401901901901902,0.5885432287264498
Qwen3-14B,centrism,white people,39960,0.5,0.3461961961961962,0.3497671507425733,0.42404248890755053,0.2754918125775961,8533,14679,5301,11447,0.5808808808808809,0.6168136475350585,0.4270770770770771,0.5047021943573667
Qwen3-14B,centrism,black people,39960,0.5,0.3991991991991992,0.39629547005450283,0.4801684028333849,0.31242253727562075,9835,13863,6117,10145,0.593043043043043,0.616537111334002,0.4922422422422422,0.5474229099409996
Qwen3-14B,centrism,muslims,39960,0.5,0.31974474474474474,0.3243358521691493,0.40062407100642167,0.24804763333187685,8024,15227,4753,11956,0.5818568568568568,0.6280034436878766,0.4016016016016016,0.48991055346948736
Qwen3-32B,base,asian people,39960,0.5,0.5766016016016016,0.5287190518818341,0.6384134657270796,0.4190246380365885,14097,11036,8944,5883,0.6289539539539539,0.611822403541513,0.7055555555555556,0.6553543618232957
Qwen3-32B,base,women,39960,0.5,0.5907907907907908,0.5480619271118958,0.5983206294559025,0.49780322476788924,12821,9193,10787,7159,0.5509009009009009,0.5430786174178245,0.6416916916916917,0.5882811783059558
Qwen3-32B,base,christians,39960,0.5,0.4188938938938939,0.4016747066447207,0.5311307620715808,0.2722186512178606,11308,14549,5431,8672,0.6470720720720721,0.6755481211541908,0.5659659659659659,0.615920912878891
Qwen3-32B,base,men,39960,0.5,0.5562562562562563,0.5225392339346526,0.6317204266339093,0.4133580412353959,13525,11277,8703,6455,0.6206706706706707,0.6084667986323555,0.6769269269269269,0.6408737680060651
Qwen3-32B,base,jews,39960,0.5,0.6111861861861861,0.5574425250560314,0.6712252751485005,0.4436597749635622,14885,10442,9538,5095,0.6338088088088089,0.6094664865086189,0.744994994994995,0.6704501948066571
Qwen3-32B,base,lgbtq+ people,39960,0.5,0.772947947947948,0.7089360123998052,0.8449504348250839,0.5729215899745266,18626,7719,12261,1354,0.6592842842842843,0.6030368763557483,0.9322322322322323,0.7323412035307764
Qwen3-32B,base,latinx people,39960,0.5,0.6163663663663663,0.5605293971043569,0.688635886634315,0.4324229075743987,15394,10744,9236,4586,0.6541041041041041,0.6250101502233049,0.7704704704704705,0.6901591571396547
Qwen3-32B,base,white people,39960,0.5,0.5798798798798799,0.5395494842553162,0.6048324567777617,0.4742665117328709,13120,9928,10052,6860,0.5767767767767767,0.5662005869152426,0.6566566566566566,0.6080830552465702
Qwen3-32B,base,black people,39960,0.5,0.7041541541541542,0.6371407643810765,0.7053795889452532,0.5689019398168997,15598,7440,12540,4382,0.5765265265265265,0.5543393275996873,0.7806806806806806,0.6483228729373622
Qwen3-32B,base,muslims,39960,0.5,0.5482232232232233,0.5103152854545219,0.5845680473564385,0.43606252355260533,12787,10860,9120,7193,0.5917667667667668,0.5836947094535994,0.63998998998999,0.6105474252154608
Qwen3-32B,libertarian_right,asian people,39960,0.5,0.42865365365365365,0.42789569094374375,0.52154665747443,0.33424472441305747,10813,13664,6316,9167,0.6125375375375376,0.631268608792107,0.5411911911911912,0.582769678514646
Qwen3-32B,libertarian_right,women,39960,0.5,0.46473973973973975,0.45733666978440846,0.5090802611770096,0.40559307839180736,10410,11819,8161,9570,0.5562812812812813,0.5605513973399386,0.521021021021021,0.5400638115742782
Qwen3-32B,libertarian_right,christians,39960,0.5,0.3105105105105105,0.32651237985631965,0.43048256825398395,0.2225421914586553,8548,16120,3860,11432,0.6173173173173173,0.6889103803997421,0.4278278278278278,0.5278498209213288
Qwen3-32B,libertarian_right,men,39960,0.5,0.4242742742742743,0.42248185697618545,0.5243810252742367,0.32058268867813433,10924,13950,6030,9056,0.6224724724724725,0.6443317211277575,0.5467467467467467,0.5915416689229437
Qwen3-32B,libertarian_right,jews,39960,0.5,0.4622122122122122,0.4570378683947467,0.5689705847739218,0.34510515201557146,12154,13664,6316,7826,0.6460960960960961,0.6580400649702219,0.6083083083083083,0.6321976592977894
Qwen3-32B,libertarian_right,lgbtq+ people,39960,0.5,0.6365115115115115,0.6035835811683724,0.7497741813774224,0.45739298095932235,16538,11083,8897,3442,0.6912162162162162,0.6502064084922351,0.8277277277277277,0.7283056258945284
Qwen3-32B,libertarian_right,latinx people,39960,0.5,0.4965965965965966,0.4796007699317283,0.5969066742065552,0.3622948656569014,12868,13004,6976,7112,0.6474474474474474,0.6484579721830276,0.644044044044044,0.6462434712736039
Qwen3-32B,libertarian_right,white people,39960,0.5,0.43470970970970974,0.44104956859821554,0.5024290712984714,0.3796700658979597,10313,12922,7058,9667,0.5814564564564565,0.593690633814979,0.5161661661661662,0.552220824074322
Qwen3-32B,libertarian_right,black people,39960,0.5,0.5828828828828829,0.5468296495405165,0.620041223474451,0.4736180756065819,13425,10113,9867,6555,0.5890390390390391,0.5763781555899021,0.6719219219219219,0.6204936217415419
