level,ideology,metric,metric_type,n_pairs,n_design_clusters,normal_mean,abliterated_mean,difference_abliterated_minus_normal,cluster_robust_ci_low,cluster_robust_ci_high,cluster_mean_ttest_p,q_bh_within_level
item,centrism,stage1_tokens,continuous,18600,300,242.46354838709678,225.01774193548388,-17.445806451612903,-19.813366505473883,-15.078246397751922,3.11547633323963e-36,4.166949595708005e-35
item,centrism,visible_words,continuous,18600,300,177.812688172043,163.9559677419355,-13.856720430107528,-15.6165377539003,-12.096903106314752,6.294723401492406e-40,1.3470708079193747e-38
item,centrism,classification_entropy,continuous,18600,300,0.027824353582823376,0.02788486199876879,6.0508415945415796e-05,-0.002557884885100802,0.0026789017169916323,0.963903512424456,0.9862701724490963
item,centrism,classification_margin,continuous,18600,300,0.9772151179214071,0.9771908707654585,-2.424715594857679e-05,-0.0025948680718418994,0.002546373759944745,0.9852622577030012,0.9862701724490963
item,centrism,explicit_stance_found,binary,18600,300,0.9816666666666667,0.9867204301075269,0.005053763440860215,0.0017620396588296679,0.008345487222890762,0.0028425649918255294,0.006336551127611076
item,centrism,stage1_stage2_agree,binary,18600,300,0.8558602150537634,0.87,0.014139784946236559,0.008041050392708242,0.02023851949976488,8.012497855407416e-06,2.317127758185388e-05
item,centrism,visible_hedging_present,binary,18600,300,0.4561290322580645,0.45188172043010755,-0.00424731182795699,-0.012234635618581048,0.003740011962667069,0.2981410635559405,0.3797749261962575
item,centrism,visible_balance_present,binary,18600,300,0.47080645161290324,0.46725806451612906,-0.0035483870967741938,-0.011144846837796452,0.004048072644248066,0.3606476489877053,0.44355515450212035
item,centrism,visible_actual_refusal_present,binary,18600,300,0.003709677419354839,0.0012903225806451613,-0.0024193548387096775,-0.0035671614846630004,-0.0012715481927563547,4.68696808149436e-05,0.00012537639617997415
item,centrism,visible_moral_distance_present,binary,18600,300,0.0467741935483871,0.01682795698924731,-0.029946236559139784,-0.03412701377756626,-0.025765459340713306,9.716378696137113e-35,1.039652520486671e-33
item,centrism,visible_persona_meta_present,binary,18600,300,0.1988709677419355,0.19451612903225807,-0.004354838709677419,-0.015955586580652298,0.007245909161297465,0.4624473814421618,0.5559760653293405
item,centrism,visible_self_correction_present,binary,18600,300,0.038548387096774196,0.035806451612903224,-0.0027419354838709676,-0.006023121799329085,0.0005392508315871501,0.10249836532717242,0.15894674043489057
